,img_repr,title,price,link,image
0,"[0.21539944410324097, -1.8616576194763184, 0.5941630601882935, 0.41056889295578003, 0.915095865726471, 1.0694135427474976, 0.11262353509664536, -0.5494022369384766, 0.1401095688343048, 1.6544135808944702, 2.717604637145996, 3.4729204177856445, -0.10176588594913483, 0.009599735960364342, -0.7898873090744019, -0.2503018081188202, 3.068831205368042, 2.2405190467834473, -2.4537644386291504, 1.0816632509231567, -1.7046388387680054, 2.2228004932403564, 0.4047577977180481, -1.4216450452804565, -0.6551558971405029, -2.9647176265716553, -2.7011547088623047, 1.2829158306121826, 1.1962716579437256, 2.846989154815674, -0.200847327709198, 1.9143236875534058, 0.21729259192943573, 0.22249417006969452, 3.918527603149414, -1.243775725364685, 3.595898389816284, 0.37559494376182556, -2.019361972808838, -3.324537515640259, 0.3922518491744995, 0.3001519441604614, 0.1476549208164215, -0.1393977254629135, -1.063530683517456, 1.6494805812835693, -1.2751926183700562, 0.8525784611701965, -0.054516613483428955, 0.5795162320137024, 0.1217876747250557, 0.5949194431304932, -2.4322612285614014, 0.9024235606193542, -1.395466923713684, -0.649543285369873, 4.385270118713379, -0.11701084673404694, -0.6495136022567749, -2.898219347000122, -0.6156021952629089, -1.7186049222946167, 1.91033136844635, 0.12589773535728455, 1.1726206541061401, 0.8029592037200928, -0.021168112754821777, 0.21001312136650085, 0.0529237762093544, -1.3753637075424194, 2.4219250679016113, 0.10577049106359482, -0.2562234401702881, 0.3901320695877075, 4.957284927368164, 1.1488511562347412, 1.4455885887145996, 1.4421151876449585, 0.14135080575942993, -0.4004795551300049, 1.9409639835357666, 0.40161314606666565, 1.59565269947052, -2.087839126586914, 0.20564880967140198, -0.632845401763916, -0.42633894085884094, 5.58305549621582, -2.924121856689453, -1.433739185333252, -2.3176541328430176, -1.1592109203338623, 0.029609069228172302, 2.494969129562378, 4.513733863830566, 5.590175151824951, -1.379048466682434, -1.9250495433807373, 1.2159596681594849, 0.7436196804046631, -0.35152456164360046, 0.30811965465545654, 6.610142230987549, -3.2186219692230225, 1.6019973754882812, 1.7557663917541504, -1.860651969909668, 1.9812453985214233, -3.713376760482788, 2.8416483402252197, -5.120382785797119, 0.1719648391008377, 0.7657842636108398, 2.177760124206543, -0.4123394191265106, 1.4415911436080933, -1.2741146087646484, -0.6290549635887146, 0.13913704454898834, 1.7726733684539795, 2.044398307800293, -0.833815336227417, 4.092286109924316, -0.3330482244491577, -3.8504984378814697, -0.6949920654296875, 1.1464951038360596, -3.507598400115967, 2.6392343044281006, 2.7129781246185303, -6.468289375305176, 0.3625224530696869, -0.27292659878730774, -1.8496648073196411, 0.5802742838859558, 4.529552936553955, -1.6498057842254639, 2.1508519649505615, -4.979565620422363, -0.8581764698028564, 0.5489813089370728, -1.9918183088302612, -2.3783416748046875, -2.2904343605041504, 2.159806728363037, 2.056597948074341, 1.9012987613677979, -1.1279703378677368, -1.8735485076904297, 0.7258032560348511, -4.034152030944824, -0.3794485032558441, 0.01756111904978752, 1.1977717876434326, 3.4727330207824707, 1.0586793422698975, 1.421125054359436, -2.3906917572021484, 1.8061367273330688, -4.284335136413574, 1.7979220151901245, 0.7285201549530029, -0.06190894544124603, 1.5295873880386353, -3.387528896331787, -0.07814154773950577, -1.5780359506607056, -2.8320810794830322, -0.4841027855873108, 0.22794373333454132, 1.2611249685287476, 0.8797932267189026, 0.4700295031070709, 0.6308791637420654, 0.36523860692977905, 3.216684103012085, 2.481421709060669, -0.008010918274521828, -2.8667571544647217, 1.145478367805481, 0.7899329662322998, 0.2051275372505188, -2.7763512134552, -0.49896183609962463, -0.5474022626876831, 0.6819875240325928, 1.93351411819458, 0.212824285030365, -1.5105623006820679, 0.3922855854034424, 0.659586489200592, -2.582332134246826, -0.41492339968681335, -1.940646767616272, -0.05077780410647392, 5.688164710998535, 0.8351759314537048, 2.0006277561187744, -1.227173089981079, 1.5207266807556152, -2.238579034805298, 2.877621650695801, 1.62372624874115, -0.28454211354255676, 2.27409029006958, 0.20880508422851562, -0.3016003966331482, 0.3030827045440674, 5.727427959442139, -1.5477632284164429, 1.0360004901885986, -1.5542018413543701, 0.7732199430465698, 0.9998505115509033, -1.547546148300171, 5.525051593780518, 0.4955446124076843, -0.5774375200271606, 0.14377766847610474, -2.6510000228881836, 3.2832791805267334, -0.3921021521091461, -1.8353322744369507, 1.3418314456939697, -2.5883872509002686, -2.3480350971221924, 2.776502847671509, -2.8105390071868896, 3.272677421569824, 4.0336079597473145, -1.4957436323165894, 2.974691867828369, 1.243850827217102, 2.457284688949585, -4.694958209991455, 0.6670556664466858, 1.7068194150924683, 1.9818063974380493, -4.864715099334717, 0.904676079750061, 2.1949191093444824, 0.3242526650428772, 2.61264967918396, -0.1832444965839386, -1.0160785913467407, 0.5943127870559692, 1.3970452547073364, 0.7539063692092896, 2.339080810546875, -2.155031442642212, 0.8573751449584961, -1.7912602424621582, -0.16128617525100708, 4.201914310455322, 1.6909761428833008, 1.7605372667312622, -0.8768073916435242, -4.0353827476501465, -0.6544374823570251, -1.4858288764953613, 0.7777267098426819, 1.627050518989563, 0.8036966919898987, 0.5453697443008423, -0.2548496723175049, 1.1408753395080566, -0.7537903785705566, 0.32879313826560974, 0.39288538694381714, 2.5395455360412598, -1.4623916149139404, 0.21749791502952576, -0.9496070146560669, 2.523482322692871, -2.6353068351745605, -0.05198493227362633, -2.7565228939056396, 0.041665490716695786, 2.0236809253692627, -1.4778032302856445, -3.7903714179992676, -0.06140540540218353, -0.07880484312772751, 6.5980939865112305, -0.4001672863960266, -1.5021564960479736, 1.255198359489441, 0.05667247250676155, 2.8734707832336426, -0.6705295443534851, 0.4173939526081085, -0.7235885262489319, -0.6479920148849487, -1.4696201086044312, 0.4123620092868805, 0.9458751082420349, -0.9510583281517029, 3.3372642993927, -2.2204082012176514, -1.4867490530014038, -1.5888314247131348, -1.6669495105743408, 0.9046999216079712, 0.7507860064506531, -1.957987666130066, 0.24167540669441223, -1.6923435926437378, 2.2996811866760254, -0.3794693648815155, 2.885011911392212, 0.010875625535845757, -0.4103238880634308, -0.6513886451721191, 1.046464443206787, 1.521139144897461, 0.8501209020614624, -4.053248882293701, -0.4997832179069519, 1.275424599647522, 3.2085578441619873, 0.7435949444770813, 6.3607072830200195, -1.143267035484314, 0.1688600331544876, 2.1983823776245117, -1.6415026187896729, 2.141411542892456, -3.1158177852630615, 3.6310818195343018, -0.42758989334106445, -4.208940505981445, -2.8238182067871094, 1.329128384590149, -1.4436335563659668, 3.278273820877075, -1.855849266052246, -2.6373627185821533, -2.1988677978515625, 0.22773629426956177, 2.402402639389038, 1.091194987297058, -0.051997341215610504, -3.7130866050720215, 2.763944387435913, 1.7622824907302856, -3.2352936267852783, -0.7451009750366211, -1.5403332710266113, -0.7967383861541748, -3.2470531463623047, 2.3264803886413574, -1.4827055931091309, 1.5925265550613403, 1.890739917755127, -1.9604064226150513, 2.2198450565338135, -0.12540674209594727, 0.14967508614063263, 0.3673507571220398, 1.281976342201233, -0.44486430287361145, 1.2767605781555176, -0.5789579153060913, 0.769379734992981, -2.768630027770996, 3.760362148284912, 0.3616480231285095, -2.8961360454559326, 0.7398415803909302, 4.026815414428711, 0.7505254149436951, 0.7335048317909241, -0.11346738040447235, -2.8135831356048584, 0.3848847448825836, 1.2117938995361328, -0.3286328613758087, -0.4153379201889038, -0.7699972987174988, 1.892321228981018, -0.9084064960479736, -2.393094778060913, -0.6715070009231567, 0.7867323756217957, -2.367103338241577, 1.2170921564102173, 3.033280849456787, -0.20038768649101257, 0.13013604283332825, 4.617509365081787, 4.0735344886779785, 3.0985000133514404, -0.08465534448623657, -2.4056289196014404, -0.13752974569797516, 2.9796245098114014, -3.793107748031616, 1.249297857284546, 0.06857740879058838, 4.207059860229492, -0.6660021543502808, -3.3088219165802, -0.7048571109771729, -2.389599084854126, -1.5196141004562378, -0.8108308911323547, -4.07008171081543, -0.7209562659263611, -0.3220513164997101, -1.2790627479553223, 3.7540078163146973, -2.0880911350250244, -3.10473895072937, 0.9958012700080872, 3.3419039249420166, 0.053838297724723816, -1.413559079170227, -0.03850824013352394, -0.8717417120933533, 1.553133249282837, -0.5459141135215759, 2.1778528690338135, 2.9208972454071045, 0.7226552367210388, 1.9399052858352661, -4.558537483215332, -2.3968875408172607, -0.5241404175758362, -3.598665714263916, 1.4691663980484009, -0.5277380347251892, -0.14678984880447388, 2.439692735671997, 0.7830377221107483, -3.9168360233306885, 1.9744682312011719, 2.225133180618286, 1.2920044660568237, -2.190403461456299, 0.5062514543533325, 1.9909168481826782, -0.9768260717391968, -2.363595485687256, 3.8535444736480713, 1.0977404117584229, -0.36157989501953125, -1.9362108707427979, -0.02964622899889946, -1.1500784158706665, -3.119319438934326, -4.908316135406494, -0.6709827184677124, -3.1164309978485107, 0.3763134181499481, 1.8570443391799927, -2.7961082458496094, -1.2762598991394043, 0.19849202036857605, -1.0567833185195923, 0.6231185793876648, -1.111421823501587, 0.3949648439884186, 4.104335308074951, 0.7461273074150085, 1.3976737260818481, -1.2113522291183472, 4.219365119934082, 0.8430519700050354, 0.3985389769077301, -1.9347337484359741, -1.1512240171432495, 0.43315041065216064, -3.1643033027648926, -2.7079386711120605, 0.8574829697608948, -0.8059439659118652, -2.522115468978882, 1.4574981927871704, 0.976231575012207, 2.5897762775421143, 3.227208137512207, 0.7407438158988953, 0.82396399974823, -0.07211071252822876, -2.707127332687378, 0.49405139684677124, -0.9609049558639526, 0.6039962768554688, 0.15422514081001282, -0.37162286043167114, 0.9502319097518921, -0.3453885316848755, 3.7159337997436523, 0.39101889729499817, 1.4382257461547852, -1.5620019435882568, -2.8806562423706055, -0.7631425261497498, -2.137343645095825, 0.2932039797306061, 1.0586662292480469, -2.637176990509033, -1.760481595993042, 1.1846932172775269, 2.9205164909362793, -1.4030545949935913, 1.504817008972168, -2.329962730407715, -2.6240944862365723, -1.6563470363616943, -0.5064421892166138, -1.1967312097549438]",Stacker Ring,75,https://mejuri.com/shop/products/stacker-ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/10011/small/p052649_Stacker_Ring_YG_Front-V2.png?1574713206
1,"[0.062318477779626846, -1.2185438871383667, 0.8259257078170776, 0.9785612225532532, 0.18160395324230194, 1.7848843336105347, -2.5670924186706543, 1.2441654205322266, -1.6768051385879517, 0.756873607635498, 3.586773633956909, 4.274391174316406, -0.8978271484375, 0.30956992506980896, -2.876721143722534, 1.9753198623657227, 4.100791931152344, 2.9494316577911377, -2.872737169265747, 0.7304621934890747, -2.7387752532958984, 1.6188325881958008, -0.13419707119464874, -1.2985620498657227, 1.2018333673477173, -2.3556885719299316, -1.1836810111999512, 3.2487497329711914, 0.5504343509674072, 3.7960193157196045, -0.9794902205467224, 3.0185177326202393, 2.5558762550354004, 1.6579930782318115, 1.3742676973342896, -0.8712273240089417, 0.7867603302001953, -3.4561517238616943, 0.14757710695266724, -1.3722918033599854, 1.5886552333831787, -1.3761260509490967, 0.5322474837303162, 0.3403524160385132, 0.6698229312896729, 1.53923499584198, 0.2960216999053955, 2.6443111896514893, -0.565767228603363, 2.2618319988250732, -1.7950763702392578, 1.3001130819320679, -3.278589963912964, 0.3501472473144531, 1.0357046127319336, 0.8040656447410583, 2.311858892440796, -0.8664562702178955, -0.1684989482164383, -3.213157892227173, -1.7271380424499512, -4.287903308868408, 2.539729595184326, 0.2605673670768738, 2.2777228355407715, -0.7148375511169434, 1.3210854530334473, -0.2157132923603058, 2.7263171672821045, -1.9129140377044678, 1.8823609352111816, 0.7632471919059753, 2.321398973464966, 2.677271604537964, 3.266390562057495, 0.5753189325332642, 3.61519718170166, -0.8447211980819702, -0.5113056898117065, 2.0929620265960693, 1.0759899616241455, 1.3672889471054077, 0.2712286710739136, -2.06473445892334, 0.3604969382286072, 0.05148470401763916, 0.8568592667579651, 1.8897173404693604, 0.3901378810405731, -1.4764556884765625, -0.9394264221191406, -0.03374985232949257, -0.7417724132537842, 1.1126837730407715, 4.076183795928955, 4.41695499420166, -2.051647663116455, 0.8407768607139587, -1.1129639148712158, -0.08497548848390579, -0.2628405690193176, 2.2532505989074707, 5.776119232177734, -3.134887933731079, 1.8146153688430786, 2.4192140102386475, -1.9160659313201904, 4.465007305145264, -1.240952730178833, 2.753366231918335, -1.8161489963531494, -0.16599608957767487, -1.4832029342651367, -0.1499084234237671, -1.0575774908065796, 0.23710156977176666, -1.2467416524887085, 0.2421644926071167, 1.2833094596862793, 1.3852611780166626, -0.3824848532676697, 2.2475271224975586, 2.1643478870391846, 2.096203088760376, -3.2748937606811523, -3.46577787399292, -0.21160611510276794, -2.5158779621124268, 2.0167860984802246, 3.0797698497772217, -4.874284744262695, -0.326409250497818, -0.15219472348690033, -1.9450563192367554, 0.6258692741394043, 2.4947667121887207, 0.5010173320770264, 0.721352219581604, -4.059662818908691, -0.11126790195703506, 0.40739282965660095, -1.5820051431655884, -2.103421211242676, -3.298640251159668, 2.027599811553955, 1.4141793251037598, 2.1701560020446777, 0.4675484895706177, -0.48090967535972595, 0.3037545382976532, -1.0449879169464111, -2.5951671600341797, -0.8031468987464905, 2.0233612060546875, 1.7101093530654907, -1.0540776252746582, 0.587027907371521, -1.3752301931381226, 1.6413350105285645, -3.6044416427612305, 3.5258736610412598, 0.6462132334709167, -0.3028879761695862, 3.4746499061584473, -2.195171356201172, -2.8075642585754395, -1.8593039512634277, -1.514689564704895, -0.23667249083518982, -0.34878021478652954, -1.2925539016723633, 0.9779856204986572, 1.080807089805603, 0.02339698001742363, -0.5343685150146484, 2.430549383163452, 0.42981448769569397, -2.080054998397827, -5.483057498931885, 1.1308356523513794, 1.6593427658081055, 1.2219622135162354, -0.9188199639320374, 0.7328438758850098, -0.566520094871521, 1.209893822669983, -0.017759623005986214, 1.9882009029388428, -0.8564701080322266, 0.12820132076740265, 0.1881096512079239, -2.259666919708252, 0.40259894728660583, -1.1528098583221436, -0.8871339559555054, 2.050339460372925, 2.834458827972412, 2.8442678451538086, -0.5840348601341248, 0.8441155552864075, -1.7103710174560547, 3.048449993133545, 4.25154972076416, -1.462393045425415, 0.9169603586196899, -2.254810333251953, -0.051993854343891144, 0.8333145976066589, 2.5430104732513428, -1.5399504899978638, -0.7241647839546204, -1.4991836547851562, 1.6800721883773804, 0.08676648139953613, -0.23193901777267456, 5.17570686340332, -0.16168010234832764, 1.4236124753952026, 0.15697813034057617, -1.5254799127578735, 2.1128880977630615, 0.9331039786338806, -1.1727352142333984, 2.0593814849853516, -3.1208553314208984, -1.3841588497161865, 0.7982276082038879, -2.9555368423461914, 5.238173007965088, 3.0028297901153564, -0.7984760999679565, 0.8364180326461792, 2.441890239715576, -0.057243797928094864, -3.556299924850464, 0.46810683608055115, 2.781358480453491, 0.7174429297447205, -2.549464225769043, -2.411055326461792, 0.6459252834320068, 0.5228544473648071, 2.800152063369751, -0.5379824042320251, -0.9488426446914673, 2.2469561100006104, 1.4515273571014404, 1.8068342208862305, 4.0535125732421875, -0.5625197291374207, 0.17200684547424316, 0.2450207620859146, -1.3391903638839722, 3.598644256591797, -0.5649817585945129, 2.2346537113189697, -2.1751646995544434, -0.4287731945514679, -0.22628970444202423, -1.053440809249878, 1.6864101886749268, 2.4951796531677246, 2.6749682426452637, 2.0362370014190674, 1.5347657203674316, 0.941420316696167, 0.02348768711090088, 0.018473710864782333, 1.3507111072540283, 1.6346951723098755, -0.10566651821136475, 1.3649060726165771, 0.08828578144311905, 2.0518579483032227, -0.16300399601459503, -0.5199595093727112, -0.4018779695034027, 1.8155913352966309, 3.181886911392212, 0.4350370466709137, -0.7717053890228271, 0.6479545831680298, -0.05939697474241257, 4.715387344360352, 2.306842565536499, -1.1327391862869263, -0.7091940641403198, 0.10402722656726837, 1.877043604850769, 0.49035942554473877, -0.8880906701087952, 1.9485881328582764, 0.2628476619720459, 0.14594972133636475, -1.2576066255569458, 2.9079837799072266, 1.110499382019043, 2.545612096786499, -1.3373651504516602, 0.07700590789318085, -1.9255106449127197, -4.8533935546875, -2.422811985015869, 0.4064018428325653, -1.5820627212524414, -2.4742276668548584, -2.7007944583892822, 1.143799066543579, -3.13464617729187, 1.0056298971176147, -0.34718871116638184, -0.5466194748878479, -0.3567701578140259, 0.5481392741203308, 0.015034934505820274, -1.2310175895690918, 0.5743699669837952, 1.8375542163848877, 2.7833707332611084, 1.633440375328064, 1.0580918788909912, 4.451149940490723, 0.34920060634613037, 1.1386204957962036, 0.8424968123435974, 0.06449448317289352, 2.512321710586548, -1.8216475248336792, 3.9563028812408447, 0.5004019737243652, -3.077784776687622, -1.1346737146377563, 3.517119884490967, 1.0902857780456543, 1.933618426322937, -2.160125970840454, -1.6485377550125122, -0.8388857841491699, -0.4416797161102295, 3.6669762134552, -1.9647566080093384, -0.4658413827419281, -4.163357257843018, 3.8528106212615967, 0.3639483153820038, -0.325374960899353, -2.6098597049713135, -2.0173754692077637, -2.0211899280548096, -1.403092384338379, 0.6078827381134033, -2.4339325428009033, -1.0216847658157349, 2.7404496669769287, -1.674455165863037, 3.491013765335083, -1.255567193031311, 0.6767008304595947, 2.68438458442688, 0.045092783868312836, -1.3275904655456543, 2.050734519958496, 0.33702242374420166, 0.465846449136734, -1.1981327533721924, 1.8164052963256836, 0.9700797200202942, -2.349557399749756, 2.8799564838409424, 3.98842453956604, 0.060722097754478455, -1.0737800598144531, -0.5293593406677246, -3.070399045944214, -0.5694864988327026, 0.99806809425354, 2.2551968097686768, 0.14561879634857178, -1.6634174585342407, 0.6399475336074829, 0.2233002781867981, -1.6534247398376465, 1.1049065589904785, 0.4711269736289978, -2.9019620418548584, 3.226898193359375, 1.6797887086868286, -0.909570038318634, 0.014699757099151611, 3.3456311225891113, 2.8092215061187744, 1.9183506965637207, -2.7307708263397217, -5.2039947509765625, -0.2727721631526947, 0.29107731580734253, -3.0647878646850586, 0.8265863656997681, -1.94779634475708, 4.851526260375977, -0.06155264377593994, -3.794886827468872, -2.0941622257232666, -1.316447377204895, -1.565264105796814, 0.25003185868263245, -0.4339781105518341, 0.19821293652057648, -2.4875264167785645, -0.27242311835289, 2.9248766899108887, -1.8784847259521484, -3.0181491374969482, 1.8601881265640259, 3.579554796218872, 0.03772719204425812, -2.9170734882354736, 0.5133135914802551, 0.31914326548576355, 3.5204813480377197, 0.5404340624809265, 3.1787891387939453, 3.0553390979766846, 2.9353084564208984, 2.593350648880005, -6.5115838050842285, -2.023097276687622, -0.5289056301116943, -3.692033052444458, 0.31565937399864197, 0.05728081613779068, -0.4046533703804016, 4.836141586303711, 1.5535153150558472, -2.1630301475524902, 2.0407612323760986, 0.11223931610584259, -0.22687654197216034, -1.6503664255142212, 1.8638156652450562, 1.3926143646240234, 1.2421270608901978, -0.22334492206573486, 1.109808325767517, 0.8719990253448486, 0.7108058929443359, -0.6341355443000793, 1.2107523679733276, 2.175816297531128, -2.190169334411621, -3.151322364807129, -1.8892229795455933, -2.179178476333618, 1.528985619544983, -0.5453775525093079, -2.322256088256836, -1.2116786241531372, -0.7627098560333252, -0.9287391304969788, -0.8001688122749329, -0.3919711112976074, 1.0616157054901123, 1.1541039943695068, 0.6984625458717346, 3.3550798892974854, -2.2359402179718018, 5.231875896453857, -1.455039143562317, -0.11672892421483994, -0.4143116772174835, -2.807269334793091, 0.14999829232692719, -4.271368980407715, -4.172536373138428, 1.362942099571228, 0.903456449508667, -3.2943339347839355, 1.151903748512268, 0.8497918248176575, 1.1972934007644653, 2.4026660919189453, 1.7681541442871094, 0.5056374669075012, -0.19418984651565552, -1.6578521728515625, 1.9686959981918335, -0.7982720136642456, -0.8341488838195801, -0.36366257071495056, 1.1681052446365356, 2.2767295837402344, -2.338649034500122, 2.122093677520752, -1.247702717781067, -0.9262118339538574, 1.5372480154037476, -3.7107675075531006, -1.1144917011260986, -3.1476683616638184, 1.4045171737670898, 1.459585428237915, -1.1504439115524292, 0.09928262233734131, 3.3706579208374023, 0.7125465869903564, -0.48559266328811646, 3.306182622909546, -0.27334198355674744, -1.2042584419250488, -0.2981613576412201, -3.493032455444336, -0.8888781070709229]",Twist Ring,75,https://mejuri.com/shop/products/twist-stackable-ring-2,https://dto508s2j2p46.cloudfront.net/system/spree/products/9550/small/p0004277_Twist_Ring_YG_Front.png?1574532809
